Current Page to Download From, Current 'src' Attribute inside <img> tag, Download and change to this Filename before Uploading to Sitecore, FYI, here is the URL of the New Page Where this image will be displayed
https://www.uta.edu/news/releases/2019/06/woodwired-uta-records.php, https://www.uta.edu/news/_images/releases/Woodwired-portrait, woodwired-portrait.jpeg, /news/news-releases/2019/06/18first-album-from-uta-records-named-to-"best-of-2018-classical-releases"-list
