Current Page to Download From, Current 'src' Attribute inside <img> tag, Download and change to this Filename before Uploading to Sitecore, FYI, here is the URL of the New Page Where this image will be displayed
https://www.uta.edu/news/releases/2018/11/Mandal-release%20.php, https://www.uta.edu/news/_images/releases/2018/Dr%20Mandal.JPG, dr-mandal.jpeg, /news/news-releases/2018/11/09uta-researchers-find-new-pathway-to-regulate-immune-response-and-control-inflammatory-diseases-like-sepsis-meningitis
